Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
92,,,,,,,Material Topic: Economic performance and value creation,,,,,,
93,,,,,,,GRI 3: Material Topics 2021: Disclosures on material topics,3-3,Management of material topics,Sustainability Report - Economic Performance and Value Creation,2023 Sustainability Report (page 52-56),,
94,,,,,,,GRI 201: Economic Performance,201-1,Direct economic value generated,Sustainability Report - Economic Performance and Value Creation - Financial and Operational,2023 Sustainability Report (page 52),,
95,,,,,,,,,,Sustainability Performance Data Tables - Economic Performance,2023 Sustainability Performance Data Tables - Economic Performance,,
96,,,,,,,,201-2,Financial implications and other risks and opportunities due to climate change,Sustainability Report - Climate Change - Our Climate-Related Risks and Opportunities,2023 Sustainability Report (page 172-174),,
97,,,,,,,,,,Climate Change Policy,Mineral Resources Website: Climate Change Policy,,
98,,,,,,,,,,Sustainability Performance Data Tables - Climate Risks and Opportunities,2023 Sustainability Performance Data Tables - Climate Risks & Opportunities,,
99,,,,,,,,,,Sustainability Performance Data Tables - TCFD Index,2023 Sustainability Performance Data Tables - TCFD Index,,
100,,,,,,,,201-3,Defined benefit plan obligations and other retirement plans,,,Information unavailable,MinRes does not currently report against GRI 201-3. MinRes will work on enhancing disclosures year-on-year to increase our alignment with the framework.
101,,,,,,,,201-4,Financial assistance received from government,,,Information unavailable,MinRes does not currently report against GRI 201-4. MinRes will work on enhancing disclosures year-on-year to increase our alignment with the framework.
102,,,,,,,GRI 207: Tax 2019,207-1,Approach to tax,Audit and Risk Committee Charter,Mineral Resources Website: Audit and Risk Committee Charter,,
103,,,,,,,,,,"Audit and Risk Committee provides review of key financial processes such as the tax and treasury\noperations, to ensure prudent management practices are in place.",,,
104,,,,,,,,,,Tax Transparency Report,Mineral Resources Website: Tax Transparency Report,,
105,,,,,,,,,,Sustainability Report - Economic Performance and Value Creation - Working with Governments,2023 Sustainability Report (page 53),,
106,,,,,,,,207-2,"Tax governance, control, and risk management",Sustainability Report - Governance - The Audit and Risk Committee,2023 Sustainability Report (page 40),,
107,,,,,,,,,,Tax Transparency Report,Mineral Resources Website: Tax Transparency Report,,
108,,,,,,,,,,Whistleblower Policy,Mineral Resources Website: Whistleblower Policy,,
109,,,,,,,,,,Annual Report - Assurance statement,2023 Annual Report (page 220-227),,
110,,,,,,,,207-3,Stakeholder engagement and management of concerns related to tax,Tax Transparency Report,Mineral Resources Website: Tax Transparency Report,,
111,,,,,,,,207-4,Country-by-country reporting,Tax Transparency Report,Mineral Resources Website: Tax Transparency Report,,
112,,,,,,,,,,Sustainability Performance Data Tables - Economic Performance,2023 Sustainability Performance Data Tables - Economic Performance,,
113,,,,,,,GRI G4 MM: Economic Performance,G4-EC1,Direct economic value generated and distributed,Sustainability Report - Economic Performance and Value Creation - Financial and Operational,2023 Sustainability Report (page 52),,
114,,,,,,,,,,Sustainability Performance Data Tables - Economic Performance,2023 Sustainability Performance Data Tables - Economic Performance,,
116,,,,,,,Material Topic: Responsible Supply Chains,,,,,,
117,,,,,,,GRI 3: Material Topics 2021: Disclosures on material topics,3-3,Management of material topics,Sustainability Report - Responsible Supply Chain - Our Management Approach,2023 Sustainability Report (page 58-60),,
118,,,,,,,GRI 204: Procurement Practices,204-1,Proportion of spending on local suppliers,Sustainability Report Ã¢ÂÂ Responsible Supply Chain - Our Performance,2023 Sustainability Report (page 61-64),,
119,,,,,,,,,,Sustainability Performance Data Tables - Our Suppliers,2023 Sustainability Performance Data Tables - Our Suppliers,,
120,,,,,,,,,,Sustainability Performance Data Tables - Economic Performance,2023 Sustainability Performance Data Tables - Economic Performance,,
121,,,,,,,,,,MinRes defines local spend as spend within Western Australia. All our operations and activities are located in Australia.,,,
122,,,,,,,GRI 308: \nSupplier Environmental Assessment 2016,308-1,New suppliers that were screened using environmental criteria,,,Information unavailable/incomplete,MinRes will work on enhancing disclosures year-on-year to increase our alignment with the framework.
123,,,,,,,,308-2,Negative environmental impacts in the supply chain and actions taken,,,Information unavailable/incomplete,MinRes will work on enhancing disclosures year-on-year to increase our alignment with the framework.
124,,,,,,,GRI 408: Child Labor,408-1,Operations and suppliers at significant risk for incidents of child labor,Modern Slavery Statement,Mineral Resources Website: Modern Slavery Statement,,
125,,,,,,,GRI 409: Forced of Compulsory Labor,409-1,Operations and suppliers at significant risk for incidents of forced or compulsory labor,Modern Slavery Statement,Mineral Resources Website: Modern Slavery Statement,,
126,,,,,,,,,,Human Rights Policy,Mineral Resources Website: Human Rights Policy,,
127,,,,,,,GRI 414: Supplier Social Assessment,414-1,New suppliers that were screened using social criteria,Sustainability Report - Our Sustainability Approach - Our Sustainability Performance Targets,2023 Sustainability Report (page 32-35),,
