Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
0,Health & Safety,,,,,,,,,,,,,,,,,
2,Emergency response,,,,,,,,FY23,,,,,,,,,
3,GRI 403-8,FY23,FY22,FY21,FY20,FY19,FY18,,Cowal,Red Lake,Mungari,Mt Rawdon,Ernest Henry,,,,,
4,Number of onsite incident responses,29,24,30,,,,,7,17,1,0,4,,,,,
5,Number of offsite incident responses,2,6,3,,,,,0,0,0,1,1,,,,,
6,Number of community responses,0,,,4,25,16,,0,0,0,0,0,,,,,
7,Total,31,30,33,,,,,7,17,1,1,5,,,,,
8,Number of ERT members,199,234,173,136 (1),132,147,,53,72,25,19,30,,,,,
9,(1) Includes the divested Mt Carlton asset,,,,,,,,,,,,,,,,,
11,Other safety & wellbeing metrics,,,,,,,,,,,FY23,,,,,,
12,GRI 403-8,FY23,FY22,FY21,FY20,FY19,FY18,FY17,FY16,FY15,,Cowal,Red Lake,Mungari,Mt Rawdon,Ernest Henry,,
13,Person hours worked,8453289.95,7128241.21,5612323.28,5323912,4570433,4374660,4646310,4536104,2912135,,-,-,-,-,-,,
14,Number of safety interactions,"45,541 (2)",45096,49107,54287,32588,40150,48545,31755,17000,,8007,3465,16393,7847,8954,,
15,Significant Safety Occurence FrequencyÃÂ (SSOF),,,,,,3.2,4.95,5.9,11.61^,,,,,,,,
16,Safety Incident Frequency (SIF)* (incl proactive & reactive),16.33,13.33,20.31,14.84,15.97,,,,,,11.44,24.5,18.2,18.8,12.2,,
17,Significant Incidents reviewed with senior management (%),1,1,1,1,1,,,,,,1,1,1,1,1,,
18,Number of hazards reported,28826,24607,13337,13415,13040,14048,16515,16853,11278,,12522,6427,7934,1443,33,,
19,(2) Includes Discovery and Group,,,,,,,,,,,,,,,,,
21,Total Recordable Injury Frequency (TRIF),,,,,,,,,,,FY23,,,,,,
22,GRI 403-09,FY23,FY22,FY21,FY20,FY19,FY18,FY17,FY16,FY15,,Cowal,Red Lake,Mungari,Mt Rawdon,Ernest Henry,,
23,Employees,8.2,9.5,8.45,8.3,6.82,0,0,0,0,,4.2,12.4,12,3.3,5.5,,
24,Contractors,9.31,12.57,11.84,4.1,10.65,0,0,0,0,,6.7,11.5,15.1,16.9,7.1,,
25,Total,8.63,10.66,9.62,6.76,8.31,5.49,7.96,9.7,9.6,,5.69,12.04,12.83,7.06,6,,
27,Lost Time Injury Frequency (LTIF),,,,,,,,,,,FY23,,,,,,
28,GRI 403-09,FY23,FY22,FY21,FY20,FY19,FY18,FY17,FY16,FY15,,Cowal,Red Lake,Mungari,Mt Rawdon,Ernest Henry,,
29,Employees,2.49,2.7,3,3.26,1.08,0,0,0,0,,1.05,1.37,7.4,,1.82,,
30,Contractors,1.86,2.6,1.54,0,2.8,0,0,0,0,,0.75,1.27,5.02,8.47,1.77,,
31,Total,2.24,2.81,2.49,2.07,1.75,0.5,0.4,1.8,1,,0.87,1.33,6.75,2.35,1.8,,
33,Fatalities,,,,,,,,,,,FY23,,,,,,
34,GRI 403-09,FY23,FY22,FY21,FY20,FY19,FY18,FY17,FY16,FY15,,Cowal,Red Lake,Mungari,Mt Rawdon,Ernest Henry,,
35,Employees,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,,
36,Contractors,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,,
37,Total,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,
39,Occupational Illness Frequency,,,,,,,,,,,,,,,,,
40,GRI 403-10,FY23,FY22,FY21,,,,,,,,,,,,,,
41,Employees,0.59,0.14,0.36,,,,,,,,,,,,,,
42,Note: all classifications above (except Occupational Illness Frequency) include contractors,,,,,,,,,,,,,,,,,
43,* In FY19 Evolution changed the definition of significant safety occurrence and renamed to significant incidents. The definition change has resulted in more incidents being classified as significant incidents to ensure inceased reporting and learning,,,,,,,,,,,,,,,,,
44,^FY15 figures are for Evolution operated assets. In the FY16 annual report Mungari and Cowal FY15 figures had been added for comparative purposes (operated by previous owner where data was collected during due diligence - gaps have been subsequently identified with this data),,,,,,,,,,,,,,,,,
45,"Note: OSHA principles apply to all calculations using 1,000,000 person hours",,,,,,,,,,,,,,,,,
46,Note: Increased focus on Significant Incident Proactive Reporting in addition to reactive events for learning,,,,,,,,,,,,,,,,,
