Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
117,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,Water Management,,Evolution Mining,2023.0,"Access to safe, clean water and sanitation is acknowledged as a fundamental human right that supports healthy ecosystems and livelihoods. We recognize water as a shared resource with globally recognized social, cultural, environmental, ecological, and economic value, driving improved water management stewardship.",,,,117,,,"Water Management, water, ecological","9, 11, 13, 14, 16",E,,,,,,,,,,,,,,,
118,,303.0,Water and Effluents,303-02,,,,Water Security Focus,,Evolution Mining,2023.0,"ENV's future efforts in water management will focus on water security. It includes mitigating the effects of extreme weather events such as drought and floods by reducing total water demand, increasing water reuse and water storage, and implementing stormwater, sediment, and erosion control best practices.",,,,118,,,"Water security, prevention, flood","9, 11, 13, 14",E,,,,,,,,,,,,,,,
119,,303.0,Water and Effluents,303-03,Water withdrawal,"The total water withdrawal decreased from 20.016 million litres in FY22 to 18.777 million litres, marking a notable 6.2% reduction. Additionally, the water withdrawal intensity improved slightly, decreasing from 0.92 kL/tonne in FY22 to 0.91 kL/tonne in FY23, signifying a more efficient use of water resources per unit of ore processed.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,E,,,,,,,,,,,,,,,
120,,303.0,Water and Effluents,303-04,Water discharge,"In FY23, Evolution discharged 8,542 kiloliters of water into freshwater bodies, representing an increase from the FY22 of 7,141 kiloliters. The primary component contributing to this discharge was drainage leading to rivers, lakes, and wetlands, which is 4,180 kiloliters.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,E,,,,,,,,,,,,,,,
121,,303.0,Water and Effluents,303-05,Water consumption,"In FY23, Evolution's total water consumption was 18,777 million litres, reflecting a decrease from the FY22 of 20,016 million litres. Notably, the Company achieved a water reuse rate of 78% in 2023, indicating an improvement from the previous year's rate of 73%.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,E,,,,,,,,,,,,,,,
122,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",One operating site is located adjacent to areas of high biodiversity value or protected areas - Cowal (Lake Cowal).,,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,E,,,,,,,,,,,,,,,
123,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity","During the reporting year, ENV did not identify any significant impacts (measured) on diversity from ENV's operational activities. It is sometimes attributable to applying the mitigation hierarchy and other environmental management mitigation and management efforts.",,,,Evolution Mining,2023.0,,,,GRI Index,,,,,,E,,,,,,,,,,,,,,,
124,,304.0,Biodiversity,304-03,Habitats protected or restored,,Protecting and restoring habitats,,,Evolution Mining,2023.0,"Evolution is committed to protecting and restoring habitats. The Company has made significant progress in these efforts, with the total land rehabilitated steadily increasing over the past 5 years, reaching 1,109 hectares in FY2023.",,,GRI Index,,,,"Protecting habitats, restoring habitats, biodiversity","9, 13",E,,,,,,,,,,,,,,,
125,,304.0,Biodiversity,304-03,Habitats protected or restored,,Biodiversity assessments,,,Evolution Mining,2023.0,"Biodiversity assessments are conducted during the project planning phase to identify the risk of impacting biodiversity and explore mitigation opportunities. The findings from these assessments inform the development of operational plans at each operation, aligning with local regulations and Sustainability Performance Standards.",,,,119,,,"Biodiversity assessments, risk, impact","9, 11, 13",E,,,,,,,,,,,,,,,
126,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,Evolution Mining,2023.0,,,,,,,,,,E,,,,,,,,,,,,,,,
