Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
38,,3.0,Material Topics,3-3,Management of material topics,,Capital allocation policy,,,Mirvac,2023.0,"In FY23, Mirvac reviewed and refined its capital allocation policy to include investment properties under construction in active capital. Commensurate with this updated definition, Mirvac will continue to allocate at most 20-30 per cent to active capital through the cycle. Mirvac believes this achieves a balance between passive investments that provide steady income streams and active investments that add value through developments.",,,GRI index,,16,,"Capital allocation policy, investment property, active capital",8,S,,,,,,,,,,,,,,,,
39,,3.0,Material Topics,3-3,Management of material topics,,Specialist Disability Accommodation,,,Mirvac,2023.0,"Mirvac's Hatch by Mirvac team partnered with its Residential team to construct six leading-edge Specialist Disability Accommodation (SDA) dwellings at three of Mirvac's masterplanned communities in Victoria. By taking its asset creation expertise and applying this to new and different products, Mirvac creates more inclusive communities where everyone can live comfortable, autonomous, and enriching lives.",,,GRI index,,25,,"Specialist Disability Accommodation, masterplanned community, inclusive community","8, 10",S,,,,,,,,,,,,,,,,
40,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,Mirvac generated $580 million in profits in 2023.,,,,Mirvac,2023.0,,,,GRI index,,4,,,,,,,,,,,,,,,,,,,,
41,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Net Positive in Carbon by 2023,,,Mirvac,2023.0,"The release of Mirvac's latest environmental plan, Net Positive in Carbon by 2030, details its target for scope 3 carbon emissions. Mirvac uses its internal design and construction procurement capabilities and in-house sustainability expertise to reduce emissions as far as possible in partnership with suppliers and customers. At this stage, Mirvac intends to invest in high-quality, nature-based Australian offsets for remaining emissions from FY30.",,,GRI index,,29,,"Net Positive in Carbon by 2023, environmental plan, carbon emission",13,E,,,,,,,,,,,,,,,,
42,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Sustainable Finance,,,Mirvac,2023.0,"In FY23, Mirvac launched the Sustainable Finance Framework, which expands its sustainability philosophy into raising finance. The framework sets out how Mirvac issues and manages sustainable finance instruments, with a commitment to financing or refinancing eligible projects and assets or incentivising improved environmental and social outcomes.",,,GRI index,,31,,"Sustainable Finance, sustainable finance instrument, environmental outcome","8, 13","E, S",,,,,,,,,,,,,,,,
43,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,Mirvac's report did not include this information.,,,NO DISCLOSURE,Mirvac,2023.0,,,,GRI index,GRI index,,,,,,,,,,,,,,,,,,,,,
44,,201.0,Economic Performance,201-04,Financial assistance received from government,Mirvac's report did not include this information.,,,NO DISCLOSURE,Mirvac,2023.0,,,,GRI index,GRI index,,,,,,,,,,,,,,,,,,,,,
45,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,,,,NO DISCLOSURE,Mirvac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,,,,NO DISCLOSURE,Mirvac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Gainsborough Greens,,,Mirvac,2023.0,"After 15 years of development, Mirvac has completed construction on Gainsborough Greens, a 2,000-home masterplanned community, which has played a vital role in transforming this growth corridor. With 173 hectares of conservation area and koala habitat, Gainsborough Greens is now home to over 5,000 residents. The community boasts 32 hectares of parklands, 33 hectares of wetlands, and over 13 kilometres of walking and cycle trails, providing a thriving and sustainable living environment.",,,GRI index,,30,,"Gainsborough Greens, koala habitat, sustainable living environment","11, 15",S,,,,,,,,,,,,,,,,
