Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2,,Sustainability Data Book Basis of Preparation (BoP),,,,,,,
4,,"This section details the basis on which the quantitative metrics in this APA FY23 Sustainability Data Book were developed. \nUnless otherwise stated the reporting period is 1 July 2022 to 30 June 2023.\nUnless otherwise stated, the data only covers the performance and activities over which APA Group maintains operational control. This includes APA GroupÃ¢ÂÂs wholly owned and operated assets, assets with an equity interest where APA maintains operational control, and the operational aspects of non-APA assets where we maintained operational control during the reporting period. Orbost Gas Processing Plant was sold in July 2022.\nFor the purposes of emissions and energy reporting, APA does not have operational control of Gruyere Power Station, Gruyere Solar Farm, X41 and North Brown Hill Wind Farm. \nUnless otherwise stated, it does not include performance data on assets in which APA maintains an equity share but no operational control.\nUnless otherwise stated, all currency and payment figures are reported in Australian dollars (AUD) or millions of Australian dollars (AUD $m).\nUnless required to be displayed as a decimal, numbers and percentages have been rounded to the nearest whole number.\nThe quantitative metrics in this FY23 Sustainability Data Book were prepared and internally verified by the relevant subject matter experts, and then reviewed and verified by senior managers and APA executives prior to Board approval.\nThe reporting indicators included in this FY23 Sustainability Data Book were collated from various international reporting initiatives and frameworks, and were determined in terms of relevance to the business activities of APA Group. These included: the Sustainability Accounting Standards Board (SASB) Index; the Global Reporting Initiative (GRI); and APA GroupÃ¢ÂÂs internal and external reporting requirements. APAÃ¢ÂÂs alignment with Task Force on Climate-related Financial Disclosures (TCFD) will be available in APAÃ¢ÂÂs new Climate Report and Climate Data Book, September 2023.\nAPA Group aims to achieve reporting sustainability information that is comparable year on year and with our peers and industry benchmarks. We aim to ensure this information is reliable and meets internal and external stakeholder expectations. Any restatements or repositioned data from previous financial years, relating to this FY23 Sustainability Data Book, is outlined as a footnote in this Data Book and if applicable.\n",,,,,,,
6,,Section,Sub-section,Indicator,Measure,Scope,UoM,Methodology / Calculation,Notes / Reference
7,,1. Governance,Compliance,Process safety incidents,"Total number of process safety incidents, including a breakdown of this total by:\n(1) Tier 1 incidents, and\n(2) Tier 2 incidents.",All operational APA divisions.,count,"Count of number of process safety incidents, including a breakdown by:\n(1) Tier 1 incidents, and\n(2) Tier 2 incidents.\n\nProcess safety framework and incident definitions per the energy institute process safety framework.",Energy institute process safety framework
8,,,Compliance,Total environmental regulatory notifiable incidents,Total number of incidents that were required to be reported to an environmental regulatory body.,"Includes both APA and contractorsÃ¢ÂÂ incidents, in all jurisdictions where APA operates. This includes both APA and contractorsÃ¢ÂÂ incidents. Environment incidents exclude incident notifications to climate and carbon regulatory bodies.\n\nWater Incidents are instances of non-compliance associated with water quantity and/or quality permits, standards, and regulations.\n\nSpill Incidents are a significant release of hydrocarbons to the environment in quantities determined reportable by regulators.",count,"Count of valid incidents from APA HSEH Management System where Reportable = Yes, Regulator Body is Environmental. Records validated by SME manager.",
9,,,Compliance,Total priority 1 cybersecurity incidents,Total number of priority one incidents that were reported during the reporting period.\n\nPriority 1 cybersecurity Incidents defined as any incident featuring high attack sophistication and/or targeting systems with high cybersecurity criticality,Priority 1 cybersecurity incidents recorded during the financial reporting period 1 July 2022 to 30 June 2023.\n\nPriority 1 cybersecurity Incidents defined as any incident featuring high attack sophistication and/or targeting systems with high cybersecurity criticality,count,Count of valid priority one incidents that were reported during the reporting period.\n\n,
10,,,Compliance,Monetary losses,Total monetary value of penalty notices for non-compliance with laws and/or regulations.,Penalty notices received from Environmental and Safety regulators (excludes APA contractor penalty notices).,AUD ($),Sum of monetary value of penalty notices for non-compliance with laws and/or regulations.,
11,,2. Economic,Economic contribution,Direct economic value generated (revenues),Total monetary value of direct economic value generated through APAÃ¢ÂÂs revenues.,Ã¢ÂÂRevenueÃ¢ÂÂ is reported in the consolidated statement of profit or loss and other comprehensive income for the Australian Pipeline Trust and its Controlled Entities on an accrual basis. Revenue is recognised at an amount that reflects the consideration to which the Group expects to be entitled in exchange for the provision of services or for the transferring of goods to a customer (the performance obligations) under a contract. APA Group recognises revenue when control of a product or service is transferred to the customer.,AUD $m,Sum of direct economic value generated through APAÃ¢ÂÂs revenues.,
12,,,Economic contribution,Economic value distributed,"Total monetary value of economic value distributed, on a cash basis, according to the following accounting categories:\n- operating costs;\n- payments to employees;\n- payments to suppliers;\n- payments to providers of capital;\n- payments to government; \n- tax paid in own capacity; and\n- tax paid on behalf of others.","Operating costs - excludes interest expenses in the Statement of cash flows\nPayments to employees - includes: salaries, overtime, allowances, entitlements, incentives, superannuation and shares employee scheme. excludes: contractors\nPayments to suppliers - excludes interest expenses in the Statement of cash flows\nPayments to providers of capital - includes distributions paid to security holders for APT & APTIT\nPayments to government - includes Payments to government department and agencies, except Tax Payments\nTax paid in own capacity - includes corporate income tax, fringe benefits tax, payroll taxes, land tax, stamp duty, excise.\nTax paid on behalf of others (employees/contractors/customers/securityholders) - goods & services tax, employee Pay-As-You-Go withholding, withholding taxes (securityholders).",AUD $m,"Sum of economic value distributed, on a cash basis, according to the following accounting categories: operating costs; payments to employees; payments to suppliers; payments to providers of capital; payments to government; and tax paid.\n\nCompiled from data in the APA GroupÃ¢ÂÂs audited consolidated statement of cash flows in the APA FY23 Annual Report, lodged business activity statements to Australian Tax Office (ATO) and internal management accounts.",Note: For the measure 'Tax paid on behalf of others (employees/contractors/customers/securityholders)' - withholding taxes (securityholders) has been included in scope as of FY23.
13,,,Economic contribution,Total economic value generated and distributed,Total monetary value of direct economic value generated and distributed,,AUD $m,Sum of Ã¢ÂÂDirect economic value generated (revenues)Ã¢ÂÂ plus Ã¢ÂÂTotal economic value distributedÃ¢ÂÂ metrics,
