Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,,,
1,,2.0,General Disclosures,2-1,Organizational details,"Steadfast is Australasia's largest general insurance broker network and group of underwriting agencies. We have three business units focused on the intermediated general insurance market: Steadfast Network brokers (in which we have an equity interest in 68 brokers), Steadfast Underwriting Agencies and the complementary businesses division.",,,,Steadfast Group,2023.0,,,,,,"10, 29",,,,,,,,,,,,,,,,,,,,,
2,,2.0,General Disclosures,2-2,Entities included in the organization's sustainability reporting,"We now have 426 brokerages in the Steadfast Network, with 337 in Australia, 63 in New Zealand, and 26 in Singapore. Steadfast Group has equity holdings in 68 of these brokerages. Steadfast's equity brokers contribute approximately 50% of total sales. Further, the global network of our 60% owned UnisonSteadfast encompasses another 271 brokerages across 115 countries.",,,,Steadfast Group,2023.0,,,,,,"2, 5",,,,,,,,,,,,,,,,,,,,,
3,,2.0,General Disclosures,2-3,"Reporting period, frequency, and contact point",In the year ended 30 June 2023,,,,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,2.0,General Disclosures,2-4,Restatements of information,,,,NO DISCLOSURE,Steadfast Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,2.0,General Disclosures,2-5,External assurance,"During the financial year, KPMG, the GroupÃ¢ÂÂs auditor, performed certain other services besides their statutory duties.",,,,Steadfast Group,2023.0,,,,,,51,,,,,,,,,,,,,,,,,,,,,
6,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships",,Steadfast Client Trading Platform (SCTP),,,Steadfast Group,2023.0,"Pleasingly, $1.2 billion of GWP was transacted on our market-leading Steadfast Client Trading Platform (SCTP) in FY23. Brokers continue to be attracted to the efficiency, the ease of obtaining the best terms and tailored policy wording (which are continually reviewed based on feedback from our claims triage team) and the wide market access to insurers that the platform delivers, together with our product range which is market leading.",,,,,"4, 5",,"Steadfast Client Trading Platform (SCTP), Broker efficiency, Market Access","8, 9",S,,,,,,,,,,,,,,,,,
7,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships",,SCTP enhancement,,,Steadfast Group,2023.0,"SCTP enhancement is an important part of Steadfast's strategy. The focus remains on continued development, more product lines, new insurers, and the expansion of auto-rating policy classes. The next commercial product line under development is Farm, which is expected to be live in CY24.",,,,,5,,"SCTP enhancement, Product development, Market expansion","8, 9",S,,,,,,,,,,,,,,,,,
8,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships",,INSIGHT platform,,,Steadfast Group,2023.0,"Currently, 205 brokers use our INSIGHT platform, which has over 6,000 users. The Steadfast team continues to support brokers' migration to INSIGHT, with an additional 16 brokers already committed to migration and ongoing discussions with another 28 brokers.",,,,,5,,"INSIGHT platform, Broker migration, User support","8, 9",S,,,,,,,,,,,,,,,,,
9,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","Steadfast GroupÃ¢ÂÂs business model is designed to allow us to achieve underlying EBITA diversification, providing stable and reliable financial performance.",,,,Steadfast Group,2023.0,,,,,,13,,,,,,,,,,,,,,,,,,,,,
