Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
34,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,"Fortescue paid $3,516 million in company taxes, $1,670 in royalties, $31 million foreign, $1,858 million in total salaries, $192 million in superannuation, and $24 million in housing support.",,,,Fortescue,2023.0,,,,,116,,,,,,,,,,,,,,,,,,,,,
35,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Fortescue Energy,,,Fortescue,2023.0,"Fortescue considered the early diversification via Fortescue Energy will be advantageous as the company's pipeline of green hydrogen and ammonia projects, battery manufacture, electrolyser production, and zero emissions fleet and shipping innovation all align to identified gaps in the International Energy Agency Net Zero Emissions 2050",,,,,,,"Diversification, Fortescue energy, decarbonisation opportunity","9, 12, 13",G,,Climate Change Report p.29,,,,,,,,,,,,,,
36,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,,,,NO DISCLOSURE,Fortescue,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,201.0,Economic Performance,201-04,Financial assistance received from government,,,,NO DISCLOSURE,Fortescue,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,Fortescue Metals' mean entry-level to minimum wage in Australia was 219 for females and 278 for males in FY23. Fortescue Energy's entry-level mean salary to the minimum wage in Australia was 228 for females and 264 for males in FY23.\t,,,,Fortescue,2023.0,,,,,108,,,,,,,,,,,,,,,,,,,,,
39,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,Fortescue did not specifically disclose this information,,,NO DISCLOSURE,Fortescue,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,,,NO DISCLOSURE,Fortescue,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,"Fortescue, through The Billion Opportunities program, has awarded contracts and subcontracts worth more than $4.6 billion to over 190 First Nations businesses",,,,Fortescue,2023.0,,,,,55,,,,,,,,,,,,,,,,,,,,,
42,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,"FY23, Fortescue achieved a spend of 10% with First Nations businesses",,,,Fortescue,2023.0,,,,,55,,,,,,,,,,,,,,,,,,,,,
43,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,"In FY23, Fortescue considered risks associated with business in several countries, including Gabon and Latin America.",,,,Fortescue,2023.0,,,,,78,,,,,,,,,,,,,,,,,,,,,
44,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,Anti-Bribery and Corruption Policy,,,Fortescue,2023.0,The anti-bribery and Corruption Policy and associated Standards describe the behavioural expectations that ensure strict compliance with all applicable legal regimes.,,,,78,,,"The anti-bribery and Corruption Policy, behavioural expectations, and governance process",16,G,,,,,,,,,,,,,,,,
45,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,Governance and Compliance team,,,Fortescue,2023.0,"The Governance and Compliance team oversees compliance with the company's Anti-Bribery and Corruption Compliance Program, designed to meet the requirements of the Australian Criminal Code and all other applicable legislation.",,,,78,,,"Governance and Compliance team, Anti-Bribery and Corruption Compliance Program, requirements compliance",16,G,,,,,,,,,,,,,,,,
