Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
217,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,,Procurement e-learning module,,,Meridian Energy,2023.0,"Meridian's Procurement e-learning module represents a strategic initiative to enhance the knowledge and skills of employees involved in procurement processes. This module provides targeted training on procurement practices, supplier management, and compliance with ethical and legal standards.",,,7,105,,,"Procurement e-learning module, sustainable practices, source ethically",2024-12-16 00:00:00,S,,,,,,,,,,,,,,,,
218,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,,Responsible Procurement focus,,,Meridian Energy,2023.0,"Meridian strongly emphasises 'Responsible Procurement,' aligning its sourcing practices with ethical, sustainable, and socially responsible principles. This focus involves careful consideration of the environmental, social, and ethical impacts of the procurement process.",,,7,105,,,"Responsible Procurement focus, sustainable practices, source ethically",2024-12-16 00:00:00,S,,,,,,,,,,,,,,,,
219,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,,,,NO DISCLOSURE,Meridian Energy,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,,,,NO DISCLOSURE,Meridian Energy,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,,,NO DISCLOSURE,Meridian Energy,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,,,NO DISCLOSURE,Meridian Energy,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,,,NO DISCLOSURE,Meridian Energy,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Disaster Response Recognition Awards,,,Meridian Energy,2023.0,"Meridian's commitment to disaster response efforts was officially acknowledged and celebrated at the August Disaster Response Recognition Awards event. The Red Cross honoured Meridian, recognising the company's significant and impactful contributions to disaster response initiatives. This acknowledgment underscores Meridian's dedication to corporate social responsibility and proactive involvement in supporting communities during challenging times.",,,7,27,,,"Disaster Response Recognition Awards, August, Red Cross",11,"E, S",,,,,,,,,,,,,,,,
225,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Genesis Joint-Research,,,Meridian Energy,2023.0,"Genesis Joint-Research"" by Meridian involves collaborative research efforts focused on understanding the genesis and dynamics of disasters. This initiative reflects Meridian's commitment to advancing knowledge and strategies related to disaster management and response.",,,7,25,,,"Genesis Joint-Research, Waitaki, Tekapo Power",11,S,,,,,,,,,,,,,,,,
226,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Meridian Energy Scholarships,,,Meridian Energy,2023.0,"Meridian Energy Scholarships aim to support and empower students pursuing higher education by providing financial assistance. Meridian, a prominent electricity generation and retail company based in New Zealand, offers these scholarships to recognise and reward outstanding academic achievement, leadership skills, and a commitment to community involvement.",,,7,106,,,"Meridian Energy Scholarships, Connected to communities, leaver scholarships",11,S,,,,,,,,,,,,,,,,
