Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
186,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,,,,NO DISCLOSURE,Qantas,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Future Talent Program,,,Qantas,2023.0,"Qantas Airways has introduced the Future Talent Program, a comprehensive initiative aimed at nurturing and developing the skills of emerging professionals within the airline industry. This program is designed to provide participants with valuable experiences, mentorship opportunities, and specialised training to prepare them for diverse roles within the aviation industry.",,,1,52,,,"Future Talent Program, skill development, training",4,S,,,,,,,,,,,,,,,,
188,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Graduate Program,,,Qantas,2023.0,"Qantas Airways has launched a dynamic graduate program, offering a structured pathway for recent graduates to embark on a rewarding career within the aviation industry. This program is designed to provide participants with a well-rounded experience, combining hands-on training, mentorship, and exposure to various facets of Qantas operations.",,,1,53,,,"Graduate Program, leaders, frontline leaders",4,S,,,,,,,,,,,,,,,,
189,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,AcademyQ,,,Qantas,2023.0,"AcademyQ is a comprehensive training initiative designed to cultivate and enhance the skills of its workforce. This program offers a structured curriculum, blending theoretical knowledge with practical training, to ensure employees have the expertise needed to excel in their respective roles within the airline.","Over 100,000 self-directed online courses for all Qantas Group employees",,1,53,,,"AcademyQ, self-directed online courses, training",4,S,,,,,,,,,,,,,,,,
190,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Three-year Inclusion,,,Qantas,2023.0,"""Three-year Inclusion"" program, signalling a strategic commitment to advancing diversity and fostering an inclusive workplace culture. This initiative is designed to span three years, indicating Qantas's sustained and dedicated effort to prioritise and enhance inclusion practices within the company.",,,1,54,,,"Three-year Inclusion, drive better business, inclusion and diversity",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
191,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Diversity strategy,,,Qantas,2023.0,"Qantas Airways implements a robust Diversity Strategy aimed at cultivating an inclusive and diverse workplace reflective of the broader community it serves. This strategic initiative underscores the airline's commitment to embracing individuals from various backgrounds, experiences, and perspectives.",,,1,54,,,"Diversity strategy, inclusivity, diverse representation",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
192,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Cultural Learning Framework,,,Qantas,2023.0,"Cultural Learning Framework is a comprehensive and inclusive customer service training suite that will be rolled out to 10,000 customer-facing frontline employees, leaders, and people managers to foster an awareness, understanding, and appreciation of First Nations knowledge, cultures, histories, and rights.",,,1,54,,,"Cultural Learning Framework, training, customer-facing front-line employees",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
193,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Cultural Awareness by SBS,,,Qantas,2023.0,"Qantas Airways is expanding its Cultural Awareness program, delivered by SBS (Special Broadcasting Service) online, to reach a broader audience within the wider Qantas Group workforce. This strategic initiative reflects the airline's commitment to enhancing the cultural capability of its diverse workforce.",,,1,54,,,"Cultural Awareness, SBS, cultural capability",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
194,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,CareerTrackers,,,Qantas,2023.0,Qantas Airways collaborates with CareerTrackers in a concerted effort to provide education and career opportunities for Aboriginal and Torres Strait Islander students. This strategic partnership reflects Qantas's commitment to fostering diversity and inclusivity within its workforce.,,,1,54,,,"CareerTrackers, Aboriginal, Torres Strait Islander students",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
195,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Access and Inclusion Plan,,,Qantas,2023.0,"Access and Inclusion Plan ensures that all individuals, regardless of abilities or disabilities, have equitable access to the airline's services and facilities. The plan likely incorporates comprehensive measures like accessible infrastructure, inclusive customer service practices, and accommodation for diverse needs.",,,1,54,,,"Access and Inclusion Plan, June 2023, people with disability",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
196,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,IATA 25by2025,,,Qantas,2023.0,"Qantas actively endorses the IATA 25by2025 global campaign, demonstrating its commitment to transforming gender balance within the aviation industry. The airline has pledged to specific initiatives, emphasising the increase of women in senior leadership roles, fostering more excellent representation of female pilots across the Group, promoting female nominations for IATA governance roles, and engaging in annual benchmarking through reporting key diversity metrics.",,,1,56,,,"IATA 25by2025, Increasing female pilots, women in senior leadership",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
197,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,International WomenÃ¢ÂÂs Day,,,Qantas,2023.0,"Qantas Airways marks International Women's Day with a dedicated celebration, recognising and honouring the achievements of women within the airline. This special occasion likely involves various initiatives, events, or programs designed to promote gender equality, celebrate the contributions of women across different roles within the organisation, and raise awareness about gender-related issues.",,,1,56,,,"International WomenÃ¢ÂÂs Day, key networking events, employee support initiatives",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
198,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Access to parenting and caring resources,,,Qantas,2023.0,"Qantas Airways demonstrates its commitment to supporting employees in their parenting and caring responsibilities by providing access to dedicated resources. This initiative is designed to assist individuals in balancing work and family commitments, acknowledging the workforce's diverse needs.",,,1,56,,,"Access to parenting, caring resources, carerÃ¢ÂÂs employee network",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
199,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,WorldPride 2023,,,Qantas,2023.0,"Qantas Airways actively participates in WorldPride 2023, demonstrating its commitment to supporting and celebrating the LGBTQ+ community globally. The airline fosters an inclusive culture within its organisation and the broader community through various initiatives, sponsorships, and activities.",,,1,57,,,"WorldPride 2023, 2023 SGLMG, 2000 Olympics",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
200,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Ã¢ÂÂPride is in the AirÃ¢ÂÂ livery,,,Qantas,2023.0,"In a bold and visible expression of support for the LGBTQ+ community, Qantas Airways has gone beyond mere participation in WorldPride 2023. The airline has installed a distinctive 'Pride is in the Air' livery on one of its A330-200 aircraft.",,,1,57,,,"Ã¢ÂÂPride is in the AirÃ¢ÂÂ livery, A330-200 aircraft, LGBTQI+",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
201,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Sydney WorldPride,,,Qantas,2023.0,"Qantas Airways takes centre stage in celebrating diversity and inclusion by actively participating in Sydney WorldPride. With a commitment to fostering a culture of acceptance, the airline engages in various activities and initiatives during this iconic event. Qantas likely contributes to the vibrant atmosphere of Sydney WorldPride through sponsorships, special events, and visible expressions of support for the LGBTQ+ community.",,,1,57,,,"Sydney WorldPride, LGBTQI+ individuals, SGLMG parade",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
202,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Pride pyjamas,,,Qantas,2023.0,"In a vibrant display of support for the LGBTQ+ community, Qantas Airways introduces Pride pyjamas, adding a touch of inclusivity to the airline's offerings. These specially designed pyjamas likely feature colourful and symbolic elements representative of LGBTQ+ pride, serving as more than just sleepwear but a visible expression of Qantas' commitment to diversity.",,,1,57,,,"Pride pyjamas, limited edition, LGBTQI+ Inclusion",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
203,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Fair Day,,,Qantas,2023.0,"Qantas Airways enthusiastically participates in Fair Day, marking its strong commitment to diversity and inclusion. Fair Day, likely an LGBTQ+ event or celebration, provides a platform for Qantas to showcase its unwavering support for equality.",,,1,57,,,"Fair Day, Our Better Together, inclusive culture",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
204,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Illuminate Network,,,Qantas,2023.0,"The Illuminate Network is an employee network for LGBTQI+ employees and their allies to support a workplace inclusive of everyone. With a focus on developing a workplace free from bullying, harassment and discrimination, the Network has developed an internal framework to provide information, support and advocacy training for sexual and gender-diverse employees.",,,1,57,,,"Illuminate Network, employee network, LGBTQI+ employees",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
205,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,ILLUMINATE,,,Qantas,2023.0,"Illuminate, the LGBTQI+ and Ally Employee Network at Qantas Airways, serves as a vibrant and supportive community. This Network goes beyond being a mere employee resource group; it stands as a beacon of inclusivity, fostering an environment where LGBTQI+ individuals and their allies can connect, share experiences, and find support.",,,1,57,,,"ILLUMINATE, Ally Employee Network, LGBTQI+",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
206,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,ALTITUDE,,,Qantas,2023.0,"Altitude, the Qantas Group Women's Network, is a dynamic and empowering community dedicated to advancing the role and influence of women within the organisation. More than just a professional network, Altitude catalyses the development and progression of women at all levels of the Qantas Group.",,,1,57,,,"ALTITUDE, WomenÃ¢ÂÂs Network, Employee networks",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
207,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,ENABLED,,,Qantas,2023.0,The Enhancing Abilities and Leveraging Disabilities initiative at Qantas Airways is a testament to the airline's dedication to inclusivity and accessibility. This program goes beyond mere accommodation; it actively seeks to empower individuals with disabilities by creating an environment that values their unique skills and contributions.,,,1,57,,,"ENABLED, Employee networks, ENhancing ABilities, LEveraging Disabilities",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
208,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,DARAMU,,,Qantas,2023.0,"Daramu, the Qantas Group First Nation's Network, is a powerful symbol of Qantas Airways' commitment to reconciliation and building meaningful relationships with Australia's First Nations peoples. Beyond a traditional employee network, Daramu actively fosters cultural awareness, understanding, and inclusion within the Qantas community.",,,1,57,,,"DARAMU, Employee networks, First NationÃ¢ÂÂs Network",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
209,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,REGENERATE,,,Qantas,2023.0,"Regenerate, the initiative focused on ""Protecting the Future of Travel"" at Qantas Airways, reflects the airline's commitment to sustainability and environmental responsibility. This comprehensive program likely encompasses a range of initiatives to reduce the ecological footprint of air travel.",,,1,57,,,"REGENERATE, Protecting the future of travel, Employee Networks",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
210,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,,Gender pay gap,,,Qantas,2023.0,"Qantas Airways is committed to addressing and minimising the gender pay gap as part of its broader initiatives promoting diversity and inclusion. The airline recognises the importance of fair compensation and strives to create an equitable work environment for all employees, irrespective of gender.",,,1,57,,,"Gender pay gap, Gender Inclusion, pay equity",2023-05-10 00:00:00,S,,,,,,,,,,,,,,,,
211,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,,,NO DISCLOSURE,Qantas,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,Supplier Governance,,,Qantas,2023.0,"Qantas Airways strongly emphasises Supplier Governance as a vital component of its operational Strategy. The Supplier Governance program is meticulously designed to manage and optimise relationships with external suppliers, ensuring they align with Qantas' objectives. It involves a systematic approach to vendor selection, ongoing performance evaluation, risk mitigation, and adherence to compliance standards.",,,1,9,,,"Supplier Governance, Stakeholder engagement, Suppliers",17,G,,,,,,,,,,,,,,,,
213,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,Supply Chain Assurance program,,,Qantas,2023.0,"Qantas Airways focuses on its Supply Chain Assurance program, a comprehensive framework designed to ensure its supply chain's reliability, integrity, and compliance. This program is strategically crafted to manage risks, uphold quality standards, and guarantee regulatory compliance throughout the supply chain lifecycle.\t",,,1,9,,,"Supply Chain Assurance program, SCA, Supplier Engagement",17,G,,,,,,,,,,,,,,,,
