Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
0,,,,,,,,,,,,,,,GRI Index,SR,AR,CGS,,,,,,,,,,,,,,,,,,,
1,,2.0,General Disclosures,2-1,Organizational details,"IDP is a global leader in international educational services. We've been in the industry for nearly 50 years and know the best practices to help you realise your dream of studying abroad. Our range of services, experienced staff, and foothold in the industry ensures that your international future is bright and rewarding.",,,,IDP Education,2023.0,,,,,,,,,,,,https://www.idp.com/global/what-we-do/,,,,,,,,,,,,,,
2,,2.0,General Disclosures,2-2,Entities included in the organization's sustainability reporting,IDP Education Limited (the Company) and its controlled subsidiaries (the Group). IDP Education Limited is a for-profit company limited by shares whose shares are publicly traded on the Australian Securities Exchange (ASX),,,,IDP Education,2023.0,,,,,,77,,,,,,,,,,,,,,,,,,,,
3,,2.0,General Disclosures,2-3,"Reporting period, frequency, and contact point",For the year ended 30 June 2023,,,,IDP Education,2023.0,,,,,,30,,,,,,,,,,,,,,,,,,,,
4,,2.0,General Disclosures,2-4,Restatements of information,"No matter what circumstances occurred after the balance date that has significantly affected, or may significantly affect, the operation of the Group, the results of those operations, or the state of affairs of the Group in future financial years.",,,,IDP Education,2023.0,,,,,,122,,,,,,,,,,,,,,,,,,,,
5,,2.0,General Disclosures,2-5,External assurance,Deloitte,,,,IDP Education,2023.0,,,,,,70,,,,,,,,,,,,,,,,,,,,
6,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","As an Australian-listed company, we operate in over 80 countries worldwide, empowering people to achieve global study, work and migration goals. We specialise in combining human expertise with our leading technology to help individuals gain admission to their ideal course, take an English language test or learn English in our schools.",,,,IDP Education,2023.0,,,,,,9,,,,,,,,,,,,,,,,,,,,
7,,2.0,General Disclosures,2-6,"Activities, value chain and other business relationships","As a leader in international education, IDP's services include student placement, English language testing, teaching, digital marketing, and data insights.",,,,IDP Education,2023.0,,,,,,10,,,,,,,,,,,,,,,,,,,,
8,,2.0,General Disclosures,2-7,Employees,,Emerging Leaders Award,,,IDP Education,2023.0,"A few of our people receive an Emerging Leaders Award each year, joining a prestigious leadership mentoring program. It includes mentorship sessions with our Global Leadership Team, access to high-quality learning resources and sponsorship for leadership development.",,,,,16,,"Leadership Development, Mentorship Program, Professional Growth","4, 8",S,,,,,,,,,,,,,,,,
9,,2.0,General Disclosures,2-7,Employees,,Talent Development and Recognition,,,IDP Education,2023.0,"Our collective performance leads to overall business success. Everyone is encouraged to take charge of their personal and professional growth, and we support this through a wide range of learning and development opportunities. We do this by setting clear team goals, discussing achievements and exploring development opportunities. We celebrate and acknowledge outstanding performance.",,,,,16,,"Learning Opportunities, Personal Growth, Performance Recognition","4, 8",S,,,,,,,,,,,,,,,,
10,,2.0,General Disclosures,2-7,Employees,,Performance Excellent,,,IDP Education,2023.0,"At IDP, we recognise and appreciate that our 6,800 people worldwide bring unique experiences and talents to our organisation. We aim to create a high-performance environment where everyone can thrive and contribute their strengths, driving our team's engagement, growth and overall success.",,,,,16,,"High-Performance Environment, Employee Engagement, Team Success","4, 8",S,,,,,,,,,,,,,,,,
11,,2.0,General Disclosures,2-8,Workers who are not employees,,,,NO DISCLOSURE,IDP Education,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,2.0,General Disclosures,2-9,Governance structure and composition,"The Remuneration, Nomination, and Audit and Risk Committee support the Board.",,,,IDP Education,2023.0,,,,,,,6,,,,,,,,,,,,,,,,,,,
13,,2.0,General Disclosures,2-10,Nomination and selection of the highest governance body,"The Nomination Committee's role is to identify suitable candidates to complement the existing Board and make recommendations to the Board on their appointment. The identification of potential director candidates may be assisted by using external search organisations as appropriate. Before appointing a director, the Company undertakes comprehensive checks, including directorships, identifying conflicts of interest, character reference, criminal history, bankruptcy and disqualified company director checks.",,,,IDP Education,2023.0,,,,,,,3,,,,,,,,,,,,,,,,,,,
14,,2.0,General Disclosures,2-11,Chair of the highest governance body,Peter was appointed Non-Executive Director and Chair of IDP Education in March 2007 and became Chair of IDP Education Limited when the Company was listed on the Australian Stock Exchange in November 2015.,,,,IDP Education,2023.0,,,,,,28,,,,,,,,,,,,,,,,,,,,
15,,2.0,General Disclosures,2-12,Role of the highest governance body in overseeing the management of impacts,The Board is responsible for the overall management of the Company and for directing its strategic goals to increase shareholder value through maximising the performance of the Company.,,,,IDP Education,2023.0,,,,,,,1,,,,,,,,,,,,,,,,,,,
16,,2.0,General Disclosures,2-13,Delegation of responsibility for managing impacts,The Board has delegated authority over the day-to-day management of the Company and its operations to the CEO and the senior executive team.,,,,IDP Education,2023.0,,,,,,,2,,,,,,,,,,,,,,,,,,,
17,,2.0,General Disclosures,2-14,Role of the highest governance body in sustainability reporting,"Social responsibility Ã¢ÂÂ We consider the social, ethical and environmental impact of the Company's activities and operations, setting standards and monitoring Compliance with the Company's social responsibilities and practices.",,,,IDP Education,2023.0,,,,,,,1,,,,,,,,,,,,,,,,,,,
18,,2.0,General Disclosures,2-15,Conflict of interest,"A conflict of interest arises when we put our personal, social, financial or political interests before the interests of IDP. Conflicts of interest are to be avoided because, besides the legal concerns, they can show that IDP does not undertake business fairly and ethically.",,,,IDP Education,2023.0,,,,,,,,,,,,Code of ConductPolicy,,,,,,,,,,,,,,
19,,2.0,General Disclosures,2-16,Communication of critical concerns,"IDP has developed a program of investor engagement to ensure effective two-way communication with shareholders, the media and the broader investment community. The key channels currently utilised by IDP to distribute information to shareholders include annual full and half-year Financial Reports, investor presentations and notices of annual general meetings.",,,,IDP Education,2023.0,,,,,,,8,,,,,,,,,,,,,,,,,,,
20,,2.0,General Disclosures,2-17,Collective knowledge of the highest governance body,"The Board's policy is that the directors comprise an appropriate mix of skills to provide the necessary breadth and depth of knowledge and experience to meet the Board's responsibilities and objectives. It is intended that the Board will consist of directors with a broad range of skills, expertise, and experience from diverse backgrounds, including gender.",,,,IDP Education,2023.0,,,,,,,3,,,,,,,,,,,,,,,,,,,
21,,2.0,General Disclosures,2-18,Evaluation of the performance of the highest governance body,"Board effectiveness is monitored through an annual survey assessing the effectiveness of the Board's performance against critical responsibilities. The survey also addresses the effectiveness of the Board Committees in assisting the Board to meet its obligations. Upon completion of the survey, a report is produced, which the Board discusses.",,,,IDP Education,2023.0,,,,,,,4,,,,,,,,,,,,,,,,,,,
22,,2.0,General Disclosures,2-19,Remuneration policies,"We intend to set executive remuneration that is fair, equitable, competitive and appropriate for the markets in which we operate, is mindful of internal relativities and ensures that the mix and balance of remuneration is suitable to attract, motivate, retain and fairly reward all senior executives and other key employees and is consistent with contemporary Corporate Governance standards.",,,,IDP Education,2023.0,,,,,,47,,,,,,,,,,,,,,,,,,,,
23,,2.0,General Disclosures,2-20,Process to determine remuneration,"The Board reviews Executive KMP remuneration each year to ensure remuneration remains fair and reasonable, and market competitive while continuing to drive outstanding annual business performance. The review in FY23 included an independent benchmark report against two bespoke comparator groups comprising ASX-listed companies of similar size, type and market capitalisation.",,,,IDP Education,2023.0,,,,,,47,,,,,,,,,,,,,,,,,,,,
24,,2.0,General Disclosures,2-21,Annual total compensation ratio,,,,NO DISCLOSURE,IDP Education,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,2.0,General Disclosures,2-22,Statement on sustainable development strategy,"We completed our first comprehensive materiality assessment, which has provided valuable insights into setting our agenda for the coming years. Our sustainability strategy aligns with our business priorities and is an integral part of our way of operating. IDP Annual Report 2023 Our sustainability strategy addresses the most significant topics, meets stakeholder expectations and contributes to the UN Sustainable Development Goals.",,,,IDP Education,2023.0,,,,,,6,,,,,,,,,,,,,,,,,,,,
26,,2.0,General Disclosures,2-23,Policy commitments,"Our commitment to our core values of Community, Caring, Expertise, Integrity and Quality drives our teams to deliver outstanding service that makes a difference. These values are deeply ingrained in our organisation and reflected in our people, customers and work.",,,,IDP Education,2023.0,,,,,,17,,,,,,,,,,,,,,,,,,,,
27,,2.0,General Disclosures,2-23,Policy commitments,"We are committed to respecting individual differences, fostering an inclusive environment where everyone feels a sense of belonging and ensuring fair and respectful treatment for all.",,,,IDP Education,2023.0,,,,,,17,,,,,,,,,,,,,,,,,,,,
28,,2.0,General Disclosures,2-23,Policy commitments,"We are committed to conducting business responsibly and ethically, meeting the expectations of our stakeholders while upholding our high standards.",,,,IDP Education,2023.0,,,,,,24,,,,,,,,,,,,,,,,,,,,
29,,2.0,General Disclosures,2-24,Embedding policy commitments,We are committed to providing a diverse and inclusive work environment in which everyone is treated fairly and with respect and where everyone feels responsible for the reputation and performance of the Company.,,,,IDP Education,2023.0,,,,,,,,,,,,Diversity Equity Policy,,,,,,,,,,,,,,
