Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
3,"Asset level environmental performance, as at June 2022",,,,,,,,,,,,,,,
6,Centre name,,Benchmarking,,,Energy,,GHG Emissions,,,,Water,,Waste,,
7,,,Green Star\nPerformance\nStars,NABERS Energy Rating\nStars,NABERS Water Rating\nStars,Absolute consumption (GJ),Intensity\n(MJ / m2 GLA),Scope 1\n(tonnes CO2-e),Scope 2\n(tonnes CO2-e),Scope 3\n(tonnes CO2-e),Emissions Intensity (Scope 1+2)\nkg CO2-e / m2 GLA,Absolute consumption\n(kilolitres (kL)),Water intensity\n(kL / m2 GLA),Total Landfill,Total Recycling,Recycling rate
8,Altona,Altona Gate,4,5,5,5858.703716919561,222.48608079321156,16.112238448571425,1015.8796049724482,2814.8340490890355,56.77508874408158,11371,0.43181723243547043,210.33,250.50000000000003,0.5435844020571577
9,Armidale Central,Armidale Central,3,0,6,4033.34532,273.5918194028028,0,738.7979456277002,513.478556,60.03820481339284,3156,0.21407930973667427,63.2,74.82,0.5420953485002173
10,Bankstown Central,Bankstown Central,4,4.5,3,22111.897392,280.71328052161726,0,4050.29152503612,2272.9290404,61.6009698922438,82828,1.0515117353726782,823.66,963.7699999999999,0.5391931432279865
11,Bayside,Bayside,4,5.5,5,20848.99506490534,232.32433667263578,153.83475142613253,3272.1297131760293,7094.255049346285,54.796365583876835,36579,0.40760678798630284,630.87,698.1999999999999,0.5253297418495639
12,Box Hill Central (North Precinct),Box Hill Central (North Precinct),3,2,0,7923.814985263731,541.2996540126198,24.208296491440045,1365.3723283703996,1884.9199517810548,137.4422379677864,14276,0.9752365337978626,295.32,164.46,0.35769280960459354
13,Box Hill Central (South Precinct),Box Hill Central (South Precinct),3,Exempt,Exempt,14707.322521084414,582.108579296926,256.2121081230482,1783.2257755146995,1374.5213423454247,112.89154056554403,53946,2.135156101576847,822.27,844.29,0.5066064228110599
14,Broadmeadows,Broadmeadows Central,4,5.5,5.5,10995.384168,179.64699525369448,0,2014.05200651298,5724.840054970002,47.90586540098519,25885,0.422919508867667,483.56,453.45,0.48393293561434775
15,Buranda Village,Buranda Village,4,3,4,3855.9228480000006,333.9560069979734,80,706.29902787528,298.38076159999997,81.14113249380748,13313,1.1530200412256846,128.21,79.60000000000001,0.3830422020114528
16,Carlingford Court,Carlingford Court,3,4,4,9136.540872,274.3870764610487,0,1673.5630328764196,2558.6274713999996,60.21271955673013,48502,1.4566040002402547,400.01,409.18999999999994,0.505672268907563
17,Castle Plaza,Castle Plaza,3,5.5,3.5,2291.064479999999,100.26189367549492,0,419.6600084628,2261.540426,9.747684107339786,19375,0.8478915399023229,129.88,168.32999999999998,0.5644679923543812
18,Chadstone,Chadstone,4,5.5,3,53483.652561999974,248.43128107559488,213.62771745650002,9037.35683919432,27438.348448823806,62.10551161437486,175456,0.8149921847964681,1889.85,2010.5700000000002,0.5154752565108374
19,Chatswood Chase,Chatswood Chase Sydney,4,4.5,3,18365.88528,285.406586179621,0,3364.1251214507997,5334.834266000002,62.63088974497239,57321,0.8907706150281507,447.26,864.4599999999999,0.6590278413075962
