Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
148,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Lead @ Dexus,,,Dexus,2023.0,"Dexus' Lead @ Dexus is a program designed to instil self-awareness, motivation and strategies required for its people to improve their leadership skills. In FY23, Dexus progressed its commitment to roll out the program to all people managers and new and emerging leaders, with 54% of people managers participating as of 30 June 2023.",,,Data pack,,56,,"Lead @ Dexus, self-awareness, leadership skill","4, 8",S,,,,,,,,,,,,,,,
149,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Grow @ Dexus,,,Dexus,2023.0,"Dexus extended its internal learning program to include Grow @ Dexus, which provides inclusive development opportunities for all employees. On 30 June 2023, 43% of employees have attended the program. The program was launched following feedback received in regular engagement surveys and has included topics related to sustainability and ESG megatrends, personal branding and executive presence.",,,Data pack,,56,,"Grow @ Dexus, internal learning program, engagement survey","4, 8",S,,,,,,,,,,,,,,,
150,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,,Girls in Property,,,Dexus,2023.0,"Dexus participates in the Property Council of Australia's Girls in Property Program. This industry partnership program aims to raise awareness among high school students of the various career paths available across the property industry, ultimately encouraging greater female participation.",,,Data pack,,55,,"Girls in Property, awareness, female participation","4, 8, 10",S,,,,,,,,,,,,,,,
151,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Future Leaders in Property,,,Dexus,2023.0,"Dexus' Future Leaders in Property program provides young women with exposure to the property industry, including the chance to experience a live build and see how it impacts the community. The program provides students a unique opportunity to gain industry knowledge while empowering women to confidently make study and career decisions.",,,Data pack,,,4,"Future Leaders in Property, young woman, career decision","8, 10",S,,,,,,,,,,,,,,,
152,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,TRIBE,,,Dexus,2023.0,"Dexus' LGBTQ+ employee network, TRIBE, raised awareness and celebrated LGBTQ+ inclusion across its workforce and customer community while working on initiatives including gender-neutral bathrooms.",,,Data pack,,55,,"TRIBE, LGBTQ+, inclusion",10,S,,,,,,,,,,,,,,,
153,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Foundations of LGBTQ+ Inclusion,,,Dexus,2023.0,"Through the partnership with PiD, Dexus sponsored the development of an eLearning module called Foundations of LGBTQ+ Inclusion. In February, the module was launched to all employees and accompanied by a donation drive for Wear it Purple, with $8,000 donated as of 30 June 2023.",,,Data pack,,55,,"PiD, Foundations of LGBTQ+ Inclusion, donation drive",10,S,,,,,,,,,,,,,,,
154,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,Dexus' gender pay ratio in executive management positions is 0.9:1.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
155,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Cultural awareness training,,,Dexus,2023.0,"Dexus continued to build awareness and understanding across employees. The cultural awareness training was designed in partnership with PwC Indigenous Consulting Pty Limited, with 89% of employees participating as of 30 June 2023.",,,Data pack,,55,,"Cultural awareness training, understanding, PwC Indigenous Consulting","4, 10",S,,,,,,,,,,,,,,,
156,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,Dexus RAP Working Group,,,Dexus,2023.0,"Dexus held an all-employee webinar hosted by the Dexus RAP Working Group, where Dexus Directors Penny Bingham-Hall and Nicola Roxon answered questions concerning Indigenous awareness. They were joined by a trusted advisor from PwC Indigenous Consulting Pty Ltd to reflect on the referendum and its potential impacts.",,,Data pack,,55,,"Dexus RAP Working Group, Indigenous awareness, PwC Indigenous Consulting",10,S,,,,,,,,,,,,,,,
157,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,Reflect Reconciliation Action Plan,,,Dexus,2023.0,"In 2023, Dexus continues to deliver against its Reflect Reconciliation Action Plan (RAP), which reinforces Dexus's commitment to promoting acknowledgement, respect, and reconciliation with Australia's First Nations peoples. Reconciliation Australia endorses Dexus's RAP and marks the beginning of Dexus's reconciliation journey.",,,Data pack,,,13,"Reflect Reconciliation Action Plan, First Nations, reconciliation journey",10,S,,,,,,,,,,,,,,,
158,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,National Reconciliation Week,,,Dexus,2023.0,"Dexus took opportunities to raise awareness of the referendum during National Reconciliation Week. Aligning with this year's theme of 'Be a Voice for Generations', Dexus celebrated National Reconciliation Week through shared information and learning opportunities, encouraging employee engagement to Listen, Act and Learn about the upcoming referendum.",,,Data pack,,55,,"National Reconciliation Week, awareness, employee engagement",10,S,,,,,,,,,,,,,,,
159,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,,,NO DISCLOSURE,Dexus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
