Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
37,,102.0,General Disclosures,102-31,"Review of economic, environmental, and social topics",,Material Approvals Database,,,Dexus,2023.0,"To ensure the information provided to the market is accurate, complete and relevant, all releases to the ASX are subject to verification. All ASX announcements are uploaded to the Material Approvals Database for review and approval by relevant managers. A release is only issued to the ASX, where all relevant approvals have been provided. Any exceptions require the approval of the General Counsel or Chief Financial Officer.",,,Data pack,,,15,"Material Approvals Database, information, ASX announcement","16, 17","S, G",,,,,,,,,,,,,,,
38,,102.0,General Disclosures,102-32,Highest governance body's role in sustainability reporting,,Link Market Services,,,Dexus,2023.0,"Dexus engages an independent service provider, Link Market Services, to conduct any Dexus investor voting required at the AGM. To facilitate participation, the AGM is webcast live and archived for viewing on Dexus' website for those investors unable to attend the meeting. The results of voting on the items for the formal business of the meeting are released to the ASX and published on the Dexus website after the AGM.",,,Data pack,,,16,"Link Market Services, investor voting, AGM","16, 17","S, G",,,,,,,,,,,,,,,
39,,102.0,General Disclosures,102-33,Communicating critical concerns,,Whistleblower mechanism,,,Dexus,2023.0,"Dexus maintains grievance, complaints, and whistleblower mechanisms for employees and stakeholders to raise concerns safely, confidently, and anonymously. Independent industry experts are appointed to undertake reviews where appropriate.",,,Data pack,,,26,"Whistleblower mechanism, grievance, complaint",16,G,,,,,,,,,,,,,,,
40,,102.0,General Disclosures,102-34,Nature and total number of critical concerns,,Compliance monitoring program,,,Dexus,2023.0,Dexus' compliance monitoring program supports its comprehensive compliance framework policies and procedures. They are regularly updated to ensure the business operates according to regulatory expectations.\t,,,Data pack,,,26,"Compliance monitoring program, compliance framework, regulatory expectation",16,G,,,,,,,,,,,,,,,
41,,102.0,General Disclosures,102-35,Remuneration policies,"Dexus' remuneration strategy aims to attract, retain and motivate the best people to create a great culture that delivers its business strategy and contributes to sustainable long-term returns.",,,,Dexus,2023.0,,,,Data pack,,85,,,,,,,,,,,,,,,,,,,
42,,102.0,General Disclosures,102-36,Process for determining remuneration,,Group Scorecard,,,Dexus,2023.0,"In FY23, the Board changed its approach to the scorecard setting process. Previously, a Group Scorecard was applied to all Executive KMPs, and individual performance was assessed via the individual contribution factor modifier. Different weightings were applied to the scorecard measures to differentiate remuneration outcomes between individuals, and role-specific KPIs were introduced to the FY23 scorecards of Executive KMP. The individual contribution factor (ICF) was removed.",,,Data pack,,90,,"Group Scorecard, Executive KMP, individual factor contribution",16,G,,,,,,,,,,,,,,,
43,,102.0,General Disclosures,102-37,Stakeholders' involvement in remuneration,"One-off retention awards were granted to the CEO, CIO, and EGM Funds Management to secure Dexus' senior leadership talent for the long term. The first tranche of the CIO and EGM Funds Management awards will vest in December 2023.",,,,Dexus,2023.0,,,,Data pack,,93,,,,,,,,,,,,,,,,,,,
44,,102.0,General Disclosures,102-38,Annual total compensation ratio,The CEO's total annual compensation ratio to the median employee's total annual compensation is 24.6:1.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
45,,102.0,General Disclosures,102-39,Percentage increase in annual total compensation ratio,The ratio of the percentage increase in CEO total annual compensation to the percentage increase in the median is 0:03.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
46,,102.0,General Disclosures,102-40,List of stakeholder groups,"Dexus' stakeholders include investors, customers, employees, and the broader community.",,,,Dexus,2023.0,,,,Data pack,,9,,,,,,,,,,,,,,,,,,,
47,,102.0,General Disclosures,102-41,Collective bargaining agreements,"Dexus has no collective agreements, as all employees are employed under individual contracts that comply with the National Employment Standards (NES). An Award or NES covers all employees. These awards or standards indicate that all employees are free to associate.",,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
48,,102.0,General Disclosures,102-42,Identifying and selecting stakeholders,,Employee listening strategy,,,Dexus,2023.0,Dexus' employee listening strategy enables employees to provide real-time feedback on their experiences and anecdotal and anonymous feedback via regular pulse surveys throughout the year. Insights gained are used to understand Dexus' culture and employee experience to identify strengths and areas of opportunity that require additional focus.,,,Data pack,,,26,"Employee listening strategy, feedback, pulse survey",17,S,,,,,,,,,,,,,,,
49,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Investor relations and communications approach,,,Dexus,2023.0,Dexus maintains an investor relations and communications approach that promotes an informed market and encourages participation with investors. This approach involves providing an open and ongoing two-way dialogue with the investment community and other key securityholders that integrates the communication of financial and operational performance and regulatory reporting requirements.,,,Data pack,,,16,"Investor relations and communications approach, investment community, securityholder",17,S,,,,,,,,,,,,,,,
50,,102.0,General Disclosures,102-44,Key topics and concerns raised,,Comprehensive materiality assessment,,,Dexus,2023.0,"In 2023, Dexus conducted a comprehensive materiality assessment, informed by consultation with various internal and external stakeholders. The materiality assessment considered the expanded set of priorities and stakeholders on the Dexus platform following the acquisition of the AMP Capital business.",,,Data pack,,28,,"Comprehensive materiality assessment, stakeholder, Dexus platform",17,"E, S, G",,,,,,,,,,,,,,,
51,,102.0,General Disclosures,102-45,Entities included in the consolidated financial statements,"Dexus' report included Dexus 80C Trust, Bent Street Trust, and Dexus Industria REIT.",,,,Dexus,2023.0,,,,Data pack,,138,,,,,,,,,,,,,,,,,,,
52,,102.0,General Disclosures,102-46,Defining report content and topic Boundaries,Dexus' report covers its performance in 2023.,,,,Dexus,2023.0,,,,Data pack,,1,,,,,,,,,,,,,,,,,,,
53,,102.0,General Disclosures,102-47,List of material topics,"Dexus' material topics are biodiversity, decarbonisation and circularity, and corporate governance.",,,,Dexus,2023.0,,,,Data pack,,28,,,,,,,,,,,,,,,,,,,
54,,102.0,General Disclosures,102-48,Restatements of information,Dexus restated several of its environmental data.,,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
55,,102.0,General Disclosures,102-49,Changes in reporting,"For FY23, Dexus combined its Annual Sustainability Report and Annual Financial Report and is presenting it as one Annual Report aligned with the Integrated Reporting Framework.",,,,Dexus,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,
56,,102.0,General Disclosures,102-50,Reporting period,Dexus' report covers its performance in 2023.,,,,Dexus,2023.0,,,,Data pack,,1,,,,,,,,,,,,,,,,,,,
57,,102.0,General Disclosures,102-51,Date of most recent report,Dexus' report is dated 2023.,,,,Dexus,2023.0,,,,Data pack,,1,,,,,,,,,,,,,,,,,,,
